ID_ev_booking;date_start;title;subtitle;room;tag1_E;tag2_E;genre;cast_full;program_full
000000e9:0019501d;2024-10-15T19:30:00;Piano Quartets;Strauss and Brahms in Conversation;Salle de Musique de Chambre;Classical Hits;Intimate;Chamber;Benjamin Grosvenor (piano) | Hyeyoon Park (violon) | Timothy Ridout (alto) | Kian Soltani (violoncelle);Richard Strauss — Klavierquartett c-moll (ut mineur) op. 13 | Johannes Brahms — Klavierquartett N° 3 | Johannes Brahms — Bis: Klavierquartett N° 1: 4. Rondo alla Zingarese: Presto
000000e9:001998cf;2024-10-15T20:00:00;Yoga & Martinů;;Espace Découverte;Music and More;Mood-booster;Crossover / Chamber;Nils Kohler (clarinet) | Cathy Krier (piano) | Tulsi (Yogalehrer*in);Béla Bartók — Danses populaires roumaines (Rumänische Volkstänze) | Bohuslav Martinů — Sonatina pour clarinette et piano H 356
000000e9:00186c7a;2024-10-18T19:30:00;Luxembourg Philharmonic & Kazuki Yamada;Daphnis & Fauré;Grand Auditorium;Classical Hits;Peaceful;Orchestra / Vocal / Choral;Luxembourg Philharmonic (orchestre) | Kazuki Yamada (direction) | The Philharmonic Chorus of Tokyo (chœur) | Maki Mori (soprano) | Stéphane Degout (baryton) | Hiroyuki Mito (Chorleitung);Gabriel Fauré — Requiem | Maurice Ravel — Daphnis et Chloé
000000e9:00197cfc;2024-10-19T11:00:00;Die rätselhafte Prinzessin;Inszeniertes Konzert;Espace Découverte;;;;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (Violine, Barockvioline) | Sofia Diniz (Viola da gamba) | Jan Bastel (comédie) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (Konzeption) | Benjamin Prins (Regie) | Sabine Novel (Choreographie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Pénélope Driant (collaboration artistique) | Pénélope Driant (dramaturgie);
000000e9:00186d4f;2024-10-19T19:30:00;Chilly Gonzales;Gonzo;Grand Auditorium;Mood-booster;Outside-the-box;Crossover / Pop / Rock;Chilly Gonzales (piano) | Chilly Gonzales (vocals) | Stella Le Page (violoncelle) | Yannick Hiwat (7-string mezzo violin, synthesizers) | Taylor Savvy (upright bass, e-bass) | Joe Flory (drums, drums machine);
000000e9:00196f83;2024-10-19T19:30:00;Ex Umbra;Œuvres de compositrices;Salle de Musique de Chambre;Intimate;Fräiraim;Chamber / Vocal / Choral;Noémie Sunnen (soprano) | Magali Weber (mezzo-soprano) | Tatsiana Molakava (piano);Lou Koster — «Nostalgie» | Lou Koster — «Chanson» | Lou Koster — «Chanson lunaire» | Lou Koster — «Des cendres encore chaudes» | Lou Koster — «Hochsommer» | Fanny Hensel — «Aus meinen Tränen sprießen» | Fanny Hensel — Lied für das Pianoforte op. 8/1 | Alma Mahler — «Die stille Stadt» (Fünf Lieder) | Alma Mahler — «Ansturm» (Vier Lieder) | Helen Buchholtz — «Die alte Uhr» | Helen Buchholtz — «Doudeg Dierfer» | Amy Beach — Dreaming op. 15/3 | Rebecca Clarke — «Sleep» | Amy Beach — «Sea Song» | Cécile Chaminade — Duo d'étoiles op. 68 | Régine Wieniawski — «Sérénade» | Régine Wieniawski — «L'Heure exquise» | Lili Boulanger — «Reflets» | Lili Boulanger — «Les Lilas qui avaient fleuri» | Noémie Sunnen — «Pourquoi» | Noémie Sunnen — «Schubertiade» | Clara Schumann — Scherzo N° 2 | Pauline Viardot — «Auf Grusiens Hügeln» | Pauline Viardot — «Madrid» | Pauline Viardot — «Rêverie» | Pauline Viardot — «Habañera»
000000e9:00196c70;2024-10-20T11:00:00;Auf der gleichen Saite;Kammermusik für Klavier und Streicher;Salle de Musique de Chambre;Intimate;Instrument Focus;Chamber;Nelly Guignard (violon) | Dagmar Ondrácek (alto) | Vincent Gérin (violoncelle) | Filippo Riccardo Biuso (clarinette) | Jessica Chan (piano);Robert Schumann — Märchenerzählungen op. 132 | Frank Bridge — Phantasy for Piano Quartet H.94 | Robert Schumann — Klavierquartett op. 47
000000e9:00197cff;2024-10-20T11:00:00;Die rätselhafte Prinzessin;Inszeniertes Konzert;Espace Découverte;;;;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (Violine, Barockvioline) | Sofia Diniz (Viola da gamba) | Jan Bastel (comédie) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (Konzeption) | Benjamin Prins (Regie) | Sabine Novel (Choreographie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Pénélope Driant (collaboration artistique) | Pénélope Driant (dramaturgie);
000000e9:0018cd46;2024-10-20T19:30:00;Sol Gabetta & Lalo;Orchestre Philharmonique de Radio France;Grand Auditorium;Classical Hits;Soulful;Orchestra;Orchestre Philharmonique de Radio France (orchestre) | Mikko Franck (direction) | Sol Gabetta (violoncelle);Hector Berlioz — Béatrice et Bénédict: Ouverture | Édouard Lalo — Concerto pour violoncelle et orchestre | Rogelio Huguet Y Tagell — Bis: Flamenco (Suite espagnole N° 1) | César Franck — Symphonie en ré mineur (d-moll) | Heino Kaski — Bis: Prélude en sol bémol majeur op. 7/1
000000e9:00197d01;2024-10-21T10:00:00;La Princesse mystérieuse / Die rätselhafte Prinzessin;Spectacle musical / Inszeniertes Konzert;Espace Découverte;Without words;5–9 years;0;Sete Lágrimas (ensemble) | Filipe Faria (Stimme) | Sérgio Peixoto (Stimme) | Tiago Matias (luth) | Tiago Matias (guitare baroque) | Denys Stetsenko (Violine, Barockvioline) | Sofia Diniz (Viola da gamba) | Jan Bastel (comédie) | Alexandre Martin-Varroy (comédie) | Winnie Dias Pinto (danse) | Benjamin Prins (Konzeption) | Benjamin Prins (Regie) | Sabine Novel (Choreographie) | Nina Ball (costumes) | Yvonne Reidelbach (costumes) | David Münch (décors) | Winnie Dias Pinto (comédie) | Nina Ball (conception) | Nina Ball (décors) | Filipe Faria (percussion) | Filipe Faria (instruments folks) | Sérgio Peixoto (clavecin) | Sérgio Peixoto (toy piano) | Tiago Matias (saz) | Tiago Matias (théorbe) | Tanguy Carrée (collaboration artistique) | Pénélope Driant (collaboration artistique) | Pénélope Driant (dramaturgie);
000000e9:00184f85;2024-10-21T19:30:00;Yuja Wang & Víkingur Ólafsson;Magie à quatre mains;Grand Auditorium;Instrument Focus;Outside-the-box;Chamber;Yuja Wang (piano) | Víkingur Ólafsson (piano);Luciano Berio — Wasserklavier | Franz Schubert — Fantasie D 940 | György Ligeti — In zart fließender Bewegung (Monument. Selbstportrait. Bewegung) | Dave Brubeck — Points on Jazz: Fugue | John Adams — Hallelujah Junction | Arvo Pärt — Hymn to a Great City | Sergueï Rachmaninov — Symphonic Dances
000000e9:00199419;2024-10-22T19:30:00;Ensemble Esperanza & Petar Pejčić;;Salle de Musique de Chambre;;;0;Ensemble Esperanza (ensemble) | Petar Pejčić (violoncelle);Béla Bartók — Danses populaires roumaines (Rumänische Volkstänze) (arr. pour orchestre à cordes Arthur Willner) | Piotr Ilitch Tchaïkovski — Variations sur un thème rococo (arr. Audun G. Vassdal) | Antonín Dvořák — Sérénade op. 22
000000e9:00192a7d;2024-10-23T12:30:00;Lunch with the Luxembourg Philharmonic;;Grand Auditorium;Instrument Focus;Mood-booster;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction);Ottorino Respighi — Pini di Roma P 141 (extraits)
000000e9:00193c55;2024-10-23T19:30:00;Cuarteto Casals: The Art of Fugue;Bach on (counter)point;Salle de Musique de Chambre;Classical Hits;Thought-provoking;Chamber / Early music & Baroque;Cuarteto Casals (quatuor à cordes) | Vera Martínez Mehner (violon) | Abel Tomàs (violon) | Cristina Cordero (alto) | Arnau Tomàs (violoncelle);Johann Sebastian Bach — Die Kunst der Fuge (L’Art de la fugue) BWV 1080
000000e9:001a3718;2024-10-24T19:30:00;Yuja Wang & Víkingur Ólafsson;Magie à quatre mains;Grand Auditorium;Instrument Focus;Outside-the-box;Chamber;Yuja Wang (piano) | Víkingur Ólafsson (piano);Luciano Berio — Wasserklavier | Franz Schubert — Fantasie D 940 | John Cage — Experiences I | Conlon Nancarrow — Studies for Player Piano: N° 6 (arr. Thomas Adès) | John Adams — Hallelujah Junction | Arvo Pärt — Hymn to a Great City | Sergueï Rachmaninov — Symphonic Dances | Johannes Brahms — Bis: Waltz op. 39/2 | Johannes Brahms — Bis: Waltz op. 39/3 | Johannes Brahms — Bis: Ungarischer Tanz WoO 1/1 | Antonín Dvořák — Bis: Danse slave op. 72 N° 2 | Alexander Tsfasman — Bis: Snowflakes (Jazz Suite) | Johannes Brahms — Bis: Waltz op. 39/15
000000e9:0018fab4;2024-10-25T10:00:00;Le toboggan des couleurs;Un spectacle musical pour les bébés et leurs parents;Espace Découverte;;;;Marta Roma (voix, violoncelle, arrangements) | Antony Ramos Dos Santos (voix, guitare, cavaquinho, percussions) | Pep Pascual (voix, clarinettes, bois, percussions, jouets) | Montse Roig (conception, mise en scène) | Xesca Salvà (décors, costumes);
000000e9:00186c86;2024-10-25T19:30:00;A Roman Holiday;Iveta Apkalna & Gustavo Gimeno;Grand Auditorium;Epic;Mood-booster;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Iveta Apkalna (orgue);Claude Lenners — out of the blue (création, commande du Ministère de la Culture) | Ottorino Respighi — Feste romane | Francis Poulenc — Concerto pour orgue, orchestre à cordes et timbales | Charles-Marie Widor — Bis: Toccata (Symphonie pour orgue N° 5) | Ottorino Respighi — Pini di Roma
000000e9:0019941d;2024-10-25T19:30:00;BRIDGES 2 / Jeunes Solistes;Artistes en Herbe 2024;Salle de Musique de Chambre;;;Orchestra;Orchestre de Chambre du Luxembourg (orchestre de chambre) | Lena Donven (violon) | René Kamrada (piano) | Miguel Campos Neto (direction) | Charlotte Devitt (hautbois) | Mila Donven (violon) | Jassen Geisel (marimba) | Kim Poliakov (violon) | Serol Yapici (hautbois) | Alice Hansen (piano) | Harald Gustav Gunnerus Sveen (piano);Œuvres de Berkovich, de Bériot, Haydn, Marcello, Monti, Mozart, Thilloy
000000e9:0018fab7;2024-10-26T10:30:00;Le toboggan des couleurs;Un spectacle musical pour les bébés et leurs parents;Espace Découverte;;;;Marta Roma (voix, violoncelle, arrangements) | Antony Ramos Dos Santos (voix, guitare, cavaquinho, percussions) | Pep Pascual (voix, clarinettes, bois, percussions, jouets) | Montse Roig (conception, mise en scène) | Xesca Salvà (décors, costumes);
000000e9:0018fab8;2024-10-27T10:30:00;Le toboggan des couleurs;Un spectacle musical pour les bébés et leurs parents;Espace Découverte;;;;Marta Roma (voix, violoncelle, arrangements) | Antony Ramos Dos Santos (voix, guitare, cavaquinho, percussions) | Pep Pascual (voix, clarinettes, bois, percussions, jouets) | Montse Roig (conception, mise en scène) | Xesca Salvà (décors, costumes);
000000e9:001943ca;2024-10-27T11:00:00;Es spukt im Labyrinth;Ein Halloween-Abenteuer im Grand Auditorium;Grand Auditorium;;;;Elisabeth Schilling (Konzeption, Workshopleitung) | Philippe Schwartz (Arrangements, Euphonium) | Virginia Ferreira (décors) | Pierre Gomes (Fagott) | Maurice Clement (Orgel) | Malou Garofalo (Klarinette) | Aniela Stoffels (Querflöte);
000000e9:001943cc;2024-10-27T17:00:00;Le labyrinthe hanté;Une aventure d'Halloween dans le Grand Auditorium;Grand Auditorium;;;0;Elisabeth Schilling (conception, animation) | Aniela Stoffels (flûte traversière) | Philippe Schwartz (arrangements, euphonium) | Virginia Ferreira (décors) | Pierre Gomes (basson) | Malou Garofalo (clarinette) | Maurice Clement (orgue);
000000e9:0018a6d3;2024-10-27T18:00:00;A Roman Holiday;Gustavo Gimeno, Iveta Apkalna & Luxembourg Philharmonic;0000010f:0000019c;Epic;Mood-booster;Orchestra;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Iveta Apkalna (orgue);Claude Lenners — out of the blue (création, commande du Ministère de la Culture) | Ottorino Respighi — Feste romane | Francis Poulenc — Concerto pour orgue, orchestre à cordes et timbales | Ottorino Respighi — Pini di Roma
000000e9:00193629;2024-11-03T19:30:00;Cecilia Bartoli: Orfeo ed Euridice;To Hell and Back;Grand Auditorium;Classical Hits;Soulful;Opera;Les Musiciens du Prince-Monaco (orchestre) | Gianluca Capuano (direction) | Il Canto di Orfeo (chœur) | Cecilia Bartoli (mezzo-soprano) | Mélissa Petit (soprano);Christoph Willibald Gluck — Orfeo ed Euridice (version concert)
000000e9:001a5646;2024-11-04T00:00:00;Excursion/Ausflug Valencia - Madrid;;0000010f:0000016a;;;0;;
000000e9:0019ae0f;2024-11-04T09:00:00;Zauberzucker & Zwergenzimt / Zauberzocker & Zwergenzimt;Ein musikalisches Abenteuer in der Winterküche / Eng musikalesch Aventure an der Wanterkichen;0000010f:0000016a;;;0;Dominique Steiner (Oboe) | Dominique Steiner (Konzeption) | Dominique Steiner (Workshopleitung);
000000e9:001a48ae;2024-11-04T09:00:00;#Philsounds;;0000010f:0000016a;;;0;Klaus Brettschneider (animations) | Jeff Herr (animations);
000000e9:00190db7;2024-11-04T19:30:00;Die Sehnsucht nach dem Süden;;Grand Auditorium;;;0;Solistes Européens, Luxembourg (ensemble) | Christoph König (direction) | Pepino Caliente Band (ensemble);Juan Crisóstomo de Arriaga — Ouverture (Los esclavos felices) | Michel Legrand — «Watch What Happens» | Charles Chaplin — «Smile» | Osvaldo Farrés — «Tres palabras» | Chucho Valdés — «Claudia» | Chucho Valdés — «Mambo Influenciado» | Antônio Carlos Jobim — «Água de beber» | Eden Ahbez — «Nature Boy» | Felix Mendelssohn Bartholdy — Symphonie N° 4 «Italienische» / «Italienne» | Œuvre surprise
000000e9:00186c9c;2024-11-04T20:00:00;Gustavo Gimeno & Luxembourg Philharmonic on tour;;0000010f:0000024a;Classical Hits;Mood-booster;0;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Denis Kozhukhin (piano);George Gershwin — Concerto in F | Ottorino Respighi — Feste romane | Ottorino Respighi — Pini di Roma
000000e9:00186c92;2024-11-05T19:30:00;Gustavo Gimeno & Luxembourg Philharmonic on tour;;0000010f:000001fe;Epic;Mood-booster;0;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Iveta Apkalna (orgue);Maurice Ravel — Ma mère l’Oye (Mutter Gans). Cinq pièces enfantines pour orchestre | Francis Poulenc — Concerto pour orgue, orchestre à cordes et timbales | Sergueï Prokofiev — Symphonie N° 3
000000e9:00186c99;2024-11-06T19:30:00;Gustavo Gimeno & Luxembourg Philharmonic on tour;;0000010f:000001fd;Epic;Mood-booster;0;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Denis Kozhukhin (piano);George Gershwin — Concerto in F | Sergueï Prokofiev — Symphonie N° 3
000000e9:001a0b5f;2024-11-07T14:30:00;De Wëllefchen an de Fiisschen;;Espace Découverte;;;0;Nadine Kauffmann (composition) | Nadine Kauffmann (saxophone alto) | Annick Sinner (marionnettes);
000000e9:00186c9a;2024-11-07T19:30:00;Gustavo Gimeno & Luxembourg Philharmonic on tour;;0000010f:000001fd;Epic;Mood-booster;0;Luxembourg Philharmonic (orchestre) | Gustavo Gimeno (direction) | Iveta Apkalna (orgue);Maurice Ravel — Ma mère l’Oye (Mutter Gans). Cinq pièces enfantines pour orchestre | Ottorino Respighi — Feste romane | Francis Poulenc — Concerto pour orgue, orchestre à cordes et timbales | Ottorino Respighi — Pini di Roma
000000e9:001978fa;2024-11-07T19:30:00;Branford Marsalis Quartet;;Grand Auditorium;Jazz and More;Instrument Focus;Jazz / Blues;Branford Marsalis (saxophone) | Joey Calderazzo (piano) | Eric Revis (double bass) | Justin Faulkner (Drums);
000000e9:001a0b60;2024-11-08T10:30:00;De Wëllefchen an de Fiisschen;;Espace Découverte;;;0;Nadine Kauffmann (composition) | Nadine Kauffmann (saxophone alto) | Annick Sinner (marionnettes);
000000e9:001a0b61;2024-11-08T14:30:00;De Wëllefchen an de Fiisschen;;Espace Découverte;;;0;Nadine Kauffmann (composition) | Nadine Kauffmann (saxophone alto) | Annick Sinner (marionnettes);
000000e9:001965df;2024-11-10T11:00:00;Die Zauberflöte;Musiktheater mit Pantomime nach der Oper von W. A. Mozart ;Salle de Musique de Chambre;;;0;Lina Marie Rohde (Pantomime) | Irene Fas Fita (Pantomime) | Kerstin Hurbain (Pantomime) | Alexander Neander (Pantomime) | Wolfram von Bodecker (Pantomime) | Bartlomiej Ostapczuk (Pantomime) | Lionel Ménard (mise en scène) | Vanessa Vérillon (scénographie) | Sigrid Herfurth (décors, costumes, accessoires) | Hannah Hamburger (décors, costumes, accessoires) | Quatuor Zaïde (quatuor à cordes) | Alexis Quinet (assistance à la mise en scène);
000000e9:001965e1;2024-11-10T15:00:00;La Flûte enchantée;Spectacle musical avec pantomime d’après l’opéra de W. A. Mozart;Salle de Musique de Chambre;;;0;Lina Marie Rohde (Pantomime) | Irene Fas Fita (Pantomime) | Kerstin Hurbain (Pantomime) | Alexander Neander (Pantomime) | Wolfram von Bodecker (Pantomime) | Bartlomiej Ostapczuk (Pantomime) | Lionel Ménard (mise en scène) | Vanessa Vérillon (scénographie) | Sigrid Herfurth (décors, costumes, accessoires) | Hannah Hamburger (décors, costumes, accessoires) | Quatuor Zaïde (quatuor à cordes) | Alexis Quinet (assistance à la mise en scène);
000000e9:0019d463;2024-11-11T10:00:00;La Flûte enchantée / Die Zauberflöte;Spectacle musical avec pantomime d’après l’opéra de W. A. Mozart / Musiktheater mit Pantomime nach der Oper von W. A. Mozart ;Salle de Musique de Chambre;;;0;Lina Marie Rohde (Pantomime) | Irene Fas Fita (Pantomime) | Kerstin Hurbain (Pantomime) | Alexander Neander (Pantomime) | Wolfram von Bodecker (Pantomime) | Bartlomiej Ostapczuk (Pantomime) | Lionel Ménard (mise en scène) | Vanessa Vérillon (scénographie) | Sigrid Herfurth (décors, costumes, accessoires) | Hannah Hamburger (décors, costumes, accessoires) | Quatuor Zaïde (quatuor à cordes) | Alexis Quinet (assistance à la mise en scène);
000000e9:001975da;2024-11-12T12:30:00;Your musical lunchbreak;Energise your day… with music!;Salle de Musique de Chambre;Mood-booster;Music and More;0;Martina Menichetti (concept, workshop leading);
000000e9:0019fef1;2024-11-12T14:00:00;Le Carnaval des animaux arrive à l’école;;Salon PhilaPhil;In French;;0;Grâce Andrianjatovo (responsable de formation);
